Time,PickupX,PickupY,DropoffX,DropoffY
498,947.949,869.328,1361.358,846.519
501,1259.736,912.005,930.195,1287.715
501,1348.466,1388.066,1530.208,1385.345
502,1264.133,1002.256,890.529,1130.373
505,1434.728,1334.796,1252.595,985.037
512,1305.16,1184.566,1224.873,1166.635
513,1607.911,1159.731,1585.198,1268.501
516,1320.92,1009.853,1544.009,1150.89
533,1234.992,1316.277,1069.094,985.263
535,1287.433,837.565,1389.475,1208.584
535,1021.75,862.36,1127.568,992.789
537,1213.108,1209.75,1249.936,1000.357
538,1556.094,996.559,1098.331,989.026
540,1272.673,838.813,1391.445,1149.71
542,1361.612,876.907,1418.209,1011.246
543,1202.828,999.203,1490.488,1170.189
543,1579.114,1071.577,1527.126,1400.017
544,1529.663,923.913,1067.502,1260.263
545,1066.031,858.179,1074.739,1334.803
547,1506.03,1007.27,890.529,1130.373
550,1274.36,1379.382,1517.249,1160.54
553,1463.453,824.234,986.408,1308.502
554,1229.897,1374.172,1527.126,1400.017
559,911.113,1066.388,1250.832,1173.719
559,1436.248,1320.249,1215.792,1370.593
561,935.212,1087.592,1445.558,1009.094
563,1063.16,1215.54,1332.852,878.86
566,1597.364,1258.895,1548.698,1297.317
568,1069.094,985.263,1318.824,1384.593
573,1409.385,1093.215,1202.828,999.203
575,1218.531,999.588,1233.718,1330.75
580,1348.466,1388.066,1540.235,952.971
584,1496.274,1272.416,1021.844,1111.232
587,1289.181,1381.119,911.113,1066.388
589,1557.389,1146.066,1145.265,1352.698
593,1407.445,1060.858,1361.612,876.907
599,1361.358,846.519,1437.769,1305.702
600,1171.423,998.434,1431.688,1363.889
605,1259.129,926.135,1276.792,1180.803
606,1477.108,1175.013,1388.684,1221.312
610,941.195,944.785,1258.521,940.265
615,1231.171,1359.698,852.025,1241.071
621,1463.453,824.234,1229.897,1374.172
632,1544.009,1150.89,1513.058,1399.012
638,1391.838,1134.328,1063.16,1215.54
638,1228.393,842.849,947.949,869.328
641,1522.486,1284.867,1232.406,1286.461
646,1098.331,989.026,1236.265,1301.803
646,1361.485,861.713,1260.952,883.744
649,1585.198,1268.501,1490.488,1170.189
650,1202.828,999.203,1428.647,1392.983
653,1548.698,1297.317,1389.475,1208.584
653,1065.234,1123.073,1492.659,822.208
653,1574.51,1056.574,1217.029,1195.378
655,1382.915,1314.164,916.423,1144.095
658,1391.838,1134.328,861.651,1213.396
658,1228.393,842.849,1548.698,1297.317
666,1249.936,1000.357,949.686,917.381
668,1068.949,1275.171,986.408,1308.502
668,1402.476,1227.863,971.3,1289.388
670,1509.38,1278.641,966.331,964.71
671,1152.31,1146.834,1445.558,1009.094
674,1405.505,1028.501,1319.345,1186.448
677,1416.267,1234.414,1363.511,1015.551
677,935.212,1087.592,1391.445,1149.71
688,1169.352,848.423,1154.592,849.817
692,1585.198,1268.501,1060.017,1330.42
703,1540.235,952.971,1088.844,1338.382
703,1470.062,1259.966,1613.101,1173.801
705,914.804,1050.974,941.195,944.785
706,1448.161,1181.961,1050.722,1119.112
708,949.686,917.381,1094.26,1130.993
723,1348.466,1388.066,907.423,1081.803
729,1618.292,1187.87,1213.108,1209.75
730,1428.647,1392.983,1517.249,1160.54
734,1131.16,1349.119,861.651,1213.396
737,1152.31,1146.834,1430.167,1378.436
743,1306.724,1007.954,1050.722,1119.112
746,1257.913,954.396,1544.009,1150.89
749,1434.247,826.26,1278.33,1004.156
757,971.3,1289.388,1347.713,1190.211
761,1389.475,1208.584,1506.03,1007.27
763,901.791,1097.993,1428.647,1392.983
766,1490.912,1007.726,1477.108,1175.013
771,1534.949,938.442,1513.058,1399.012
774,1521.148,1006.815,1443.85,1247.515
776,1333.645,1386.33,1363.287,1389.803
777,1083.712,987.144,1443.85,1247.515
786,916.423,1144.095,986.408,1308.502
801,1316.952,835.069,1198.872,845.636
810,1305.16,1184.566,1142.186,994.671
811,1318.824,1384.593,1623.483,1201.94
812,1229.897,1374.172,1382.915,1314.164
818,1433.687,1185.434,1524.377,909.384
819,1318.472,879.837,1039.785,980.269
824,949.107,901.364,1259.129,926.135
828,1187.581,1363.435,1556.094,996.559
830,1198.872,845.636,1229.897,1374.172
834,1533.289,1370.674,847.212,1254.908
835,1400.808,1106.08,1154.592,849.817
836,1588.321,1101.585,1259.539,1377.645
841,995.712,970.934,970.528,1259.926
842,1533.289,1370.674,1539.453,1341.331
843,1408.415,1077.036,1431.688,1363.889
847,1231.171,1359.698,1437.769,1305.702
848,1348.466,1388.066,1430.167,1378.436
851,1237.853,1170.177,1112.949,990.908
855,1407.445,1060.858,1051.27,859.573
856,1304.092,880.814,1538.621,1001.687
856,1187.581,1363.435,1607.911,1159.731
858,1063.16,1215.54,1378.108,1391.54
860,968.598,1186.271,1548.698,1297.317
864,1387.723,1236.787,1618.292,1187.87
866,1260.952,883.744,1569.906,1041.57
877,1392.231,1118.946,1361.485,861.713
880,1007.406,1107.292,1380.992,1345.114
880,1316.952,835.069,1540.235,952.971
887,1390.438,829.299,1137.797,1142.874
889,1509.38,1278.641,1061.087,1199.468
889,1574.51,1056.574,1259.939,869.183
892,1260.952,883.744,1252.595,985.037
893,929.567,989.316,969.37,1215.733
894,1252.595,985.037,1258.926,854.622
894,1333.529,1188.329,1456.784,1394.992
900,1166.822,1150.794,1159.371,1356.277
900,1588.321,1101.585,1069.094,985.263
902,1036.283,1115.172,1228.546,1271.119
904,1442.33,1262.062,1258.521,940.265
905,1440.809,1276.609,1361.612,876.907
905,1583.718,1086.581,1419.213,1188.908
906,1418.209,1011.246,1276.792,1180.803
914,971.686,1304.119,1484.921,1397.002
914,847.212,1254.908,977.469,866.541
920,1319.345,1186.448,1224.873,1166.635
921,1390.659,1180.473,1530.629,1155.715
923,1095.551,855.392,1171.423,998.434
926,1139.832,851.211,1074.739,1334.803
927,1409.385,1093.215,1404.534,1012.322
932,918.495,1035.559,876.09,1171.885
934,1257.913,954.396,1402.476,1227.863
934,1051.27,859.573,1556.094,996.559
936,1388.684,1221.312,902.534,1276.78
940,1433.687,1185.434,1257.913,840.061
945,1378.108,1391.54,921.317,1084.697
946,1609.531,1249.29,1095.551,855.392
948,1187.126,998.819,1548.698,1297.317
949,969.37,1215.733,1418.209,1011.246
956,874.873,1265.844,1407.445,1060.858
957,1094.26,1130.993,1400.808,1106.08
957,1068.949,1275.171,1475.794,1008.182
960,1051.27,859.573,1074.739,1334.803
961,916.364,1282.247,1583.718,1086.581
963,914.804,1050.974,1440.809,1276.609
966,966.331,964.71,1272.673,838.813
967,1544.009,1150.89,1363.287,1389.803
970,949.651,1091.532,1201.686,1367.014
973,1419.213,1188.908,914.804,1050.974
977,1259.736,912.005,1318.824,1384.593
983,1428.647,1392.983,1036.283,1115.172
989,1071.844,1304.987,1391.052,1165.091
992,1550.808,982.03,1456.956,1253.741
995,1275.332,882.767,1198.872,845.636
995,1388.684,1221.312,1333.645,1386.33
996,1263.812,1177.261,1492.659,822.208
997,1131.16,1349.119,874.873,1265.844
1002,1347.713,1190.211,1237.853,1170.177
1003,1508.518,865.796,1249.936,1000.357
1004,1054.476,983.381,1404.534,1012.322
1008,1383.877,1298.688,861.651,1213.396
1017,1409.385,1093.215,1530.208,1385.345
1018,1347.232,877.883,1419.644,827.273
1020,1320.92,1009.853,1529.663,923.913
1020,955.265,1164.678,1260.952,883.744
1022,907.423,1081.803,1380.031,1360.59
1029,970.914,1274.657,1602.72,1145.662
1031,1508.518,865.796,907.423,1081.803
1033,1095.551,855.392,941.195,944.785
1033,921.317,1084.697,1428.647,1392.983
1036,1260.952,883.744,1490.488,1170.189
1039,1419.644,827.273,1556.094,996.559
1040,1066.031,858.179,1127.568,992.789
1042,1430.059,1240.964,1378.108,1391.54
1042,847.212,1254.908,1448.85,825.247
1045,1378.108,1391.54,1231.171,1359.698
1046,968.598,1186.271,1056.941,1167.326
1047,947.949,869.328,1260.952,883.744
1049,1623.483,1201.94,1443.85,1247.515
1052,1383.877,1298.688,1430.059,1240.964
1053,1166.822,1150.794,1059.014,1183.397
1055,1544.009,1150.89,1492.659,822.208
1056,1633.864,1230.079,1388.684,1221.312
1057,1131.16,1349.119,1021.844,1111.232
1057,1181.335,1154.754,1257.913,954.396
1060,1400.808,1106.08,936.949,958.487
1060,1152.31,1146.834,1534.949,938.442
1063,1228.546,1271.119,1232.444,1345.224
1070,1065.234,1123.073,1071.844,1304.987
1075,1145.265,1352.698,1152.31,1146.834
1079,1548.698,1297.317,929.37,1150.956
1079,949.686,917.381,1050.722,1119.112
1081,1213.632,844.242,1110.311,853.998
1082,1095.551,855.392,1195.848,1158.715
1082,995.712,970.934,1585.198,1268.501
1084,1061.087,1199.468,1074.739,1334.803
1085,947.949,869.328,1173.476,1359.856
1089,942.318,1157.817,1539.453,1341.331
1093,1439.289,1291.155,1220.827,1240.434
1098,1079.747,1127.033,1015.851,1317.269
1101,1045.295,1326.036,1224.873,1166.635
1102,1565.302,1026.566,1503.232,851.267
1104,1258.926,854.622,1335.117,1011.753
1105,1071.844,1304.987,1071.844,1304.987
1107,916.423,1144.095,1538.621,1001.687
1109,1264.133,1002.256,1335.117,1011.753
1109,962.709,867.935,1249.936,1000.357
1116,1477.108,1175.013,876.09,1171.885
1127,847.212,1254.908,968.984,1201.002
1134,1050.722,1119.112,1159.371,1356.277
1134,1513.804,880.325,1380.031,1360.59
1135,1066.055,1245.356,1260.952,883.744
1137,1258.926,854.622,1385.8,1267.738
1140,1059.014,1183.397,1289.712,881.79
1141,936.949,958.487,1443.85,1247.515
1144,1202.828,999.203,1021.75,862.36
1151,907.423,1081.803,901.791,1097.993
1155,1125.071,852.604,978.528,1099.412
1155,1492.659,822.208,1304.002,1382.856
1155,1108.772,1134.953,856.838,1227.234
1157,1319.345,1186.448,1378.108,1391.54
1160,1289.181,1381.119,1560.698,1011.562
1163,1513.804,880.325,1187.581,1363.435
1164,1257.913,840.061,1187.126,998.819
1165,907.423,1081.803,1304.002,1382.856
1167,1533.289,1370.674,1036.51,860.966
1168,1416.267,1234.414,1228.546,1271.119
1169,1181.335,1154.754,1054.476,983.381
1171,1347.713,1190.211,1378.108,1391.54
1173,1069.094,985.263,1255.254,969.716
1173,1442.33,1262.062,903.476,1137.234
1180,1065.234,1123.073,1304.092,880.814
1181,1083.712,987.144,1184.112,847.03
1183,1633.864,1230.079,1478.056,823.221
1190,1492.659,822.208,1234.992,1316.277
1196,1542.534,1326.66,1229.897,1374.172
1199,1573.031,1278.106,1431.883,1010.17
1199,1445.558,1009.094,1304.092,880.814
1203,1059.014,1183.397,1497.945,836.738
1206,1069.094,985.263,1442.715,1393.987
1207,1276.792,1180.803,1216.967,1225.092
1208,1442.715,1393.987,1376.082,1193.974
1212,1228.393,842.849,1079.747,1127.033
1215,1289.181,1381.119,957.856,1298.651
1217,1548.698,1297.317,1234.992,1316.277
1219,1388.684,1221.312,1361.897,1192.092
1220,1550.808,982.03,1386.761,1252.263
1221,1063.16,1215.54,1220.951,1181.007
1224,1443.85,1247.515,1391.838,1134.328
1231,1348.466,1388.066,1509.38,1278.641
1231,1506.03,1007.27,1169.352,848.423
1241,1318.824,1384.593,1139.832,851.211
1248,1521.148,1006.815,1443.85,1247.515
1252,852.025,1241.071,1404.74,1192.382
1261,1584.149,1136.417,1442.715,1393.987
1263,1064.607,1230.448,1228.546,1271.119
1266,1333.645,1386.33,1579.114,1071.577
1266,1382.915,1314.164,1470.852,1395.997
1268,1378.108,1391.54,896.16,1114.183
1272,1386.761,1252.263,1263.812,1177.261
1273,1257.913,954.396,1333.529,1188.329
1274,1198.872,845.636,1201.686,1367.014
1287,1066.055,1245.356,1536.371,1356.003
1291,1102.949,1341.961,929.567,989.316
1293,1508.518,865.796,1054.868,1151.255
1304,1579.114,1071.577,1021.844,1111.232
1306,1388.684,1221.312,1181.335,1154.754
1310,1497.945,836.738,1074.739,1334.803
1311,876.09,1171.885,1556.094,996.559
1312,1439.289,1291.155,970.528,1259.926
1315,1530.629,1155.715,1154.592,849.817
1316,1257.913,954.396,1066.031,858.179
1320,1063.16,1215.54,1538.621,1001.687
1331,1400.808,1106.08,1633.864,1230.079
1331,921.317,1084.697,1533.289,1370.674
1337,1073.291,1319.895,1095.551,855.392
1338,1001.13,1312.886,1391.052,1165.091
1350,1346.472,832.573,1361.232,831.325
1351,1530.629,1155.715,1067.502,1260.263
1354,947.949,869.328,1460.676,1008.638
1362,933.258,973.901,1569.906,1041.57
1363,971.3,1289.388,1404.534,1012.322
1364,1556.094,996.559,1318.472,879.837
1367,907.423,1081.803,1597.529,1131.592
1382,1597.364,1258.895,1108.772,1134.953
1384,1470.062,1259.966,925.877,1004.73
1389,1156.805,996.552,1025.094,977.158
1394,1527.126,1400.017,1628.674,1216.009
1399,902.534,1276.78,1127.568,992.789
1400,866.464,1199.559,1378.108,1391.54
1400,1456.956,1253.741,1064.607,1230.448
1410,1224.873,1166.635,1224.873,1166.635
1417,1276.792,1180.803,1045.295,1326.036
1425,1443.85,1247.515,1383.877,1298.688
