Time,PickupX,PickupY,DropoffX,DropoffY
288,1258.521,940.265,1522.486,1284.867
292,936.949,958.487,1597.364,1258.895
293,1434.247,826.26,1431.688,1363.889
295,1503.232,851.267,1517.249,1160.54
295,1318.472,879.837,861.042,1260.376
296,933.258,973.901,1079.747,1127.033
298,1378.108,1391.54,1166.822,1150.794
298,1497.945,836.738,1497.945,836.738
300,1287.433,837.565,1419.213,1188.908
300,1050.722,1119.112,1383.877,1298.688
300,1574.51,1056.574,1613.101,1173.801
302,1051.27,859.573,964.09,1095.472
304,1440.809,1276.609,1056.941,1167.326
304,1007.406,1107.292,1527.126,1400.017
305,1131.16,1349.119,1478.056,823.221
306,1187.581,1363.435,1229.897,1374.172
307,964.09,1095.472,1333.645,1386.33
308,981.021,967.822,1390.266,1195.855
308,1233.718,1330.75,1290.976,1182.684
309,1287.433,837.565,1231.171,1359.698
309,1067.502,1260.263,1250.832,1173.719
312,1244.718,1375.908,1007.406,1107.292
312,1198.872,845.636,925.877,1004.73
314,1570.769,1141.241,1361.485,861.713
314,1229.897,1374.172,969.756,1230.464
315,1379.069,1376.065,1349.314,1013.652
315,1623.483,1201.94,1166.822,1150.794
316,1275.332,882.767,929.567,989.316
317,1173.476,1359.856,1517.249,1160.54
319,1187.581,1363.435,935.212,1087.592
319,1050.722,1119.112,1187.581,1363.435
321,1439.289,1291.155,1332.852,878.86
325,1260.952,883.744,1588.321,1101.585
327,1139.832,851.211,1305.16,1184.566
328,1545.616,1311.989,1236.265,1301.803
332,1361.897,1192.092,1519.09,894.854
333,1259.129,926.135,1274.36,1379.382
334,1137.797,1142.874,907.423,1081.803
338,1409.385,1093.215,1633.864,1230.079
340,1545.616,1311.989,1257.913,840.061
340,901.791,1097.993,1217.029,1195.378
341,1442.715,1393.987,966.331,964.71
342,1361.612,876.907,1542.534,1326.66
343,1051.27,859.573,1272.673,838.813
346,1068.949,1275.171,964.09,1095.472
347,1443.85,1247.515,1252.595,985.037
348,947.949,869.328,1361.358,846.519
350,1259.736,912.005,930.195,1287.715
350,1348.466,1388.066,1530.208,1385.345
351,1264.133,1002.256,890.529,1130.373
352,1434.728,1334.796,1252.595,985.037
352,1305.16,1184.566,1224.873,1166.635
354,1607.911,1159.731,1585.198,1268.501
354,1320.92,1009.853,1544.009,1150.89
354,1234.992,1316.277,1069.094,985.263
355,1287.433,837.565,1389.475,1208.584
355,1021.75,862.36,1127.568,992.789
355,1213.108,1209.75,1249.936,1000.357
356,1556.094,996.559,1098.331,989.026
356,1272.673,838.813,1391.445,1149.71
356,1361.612,876.907,1418.209,1011.246
357,1202.828,999.203,1490.488,1170.189
357,1579.114,1071.577,1527.126,1400.017
358,1529.663,923.913,1067.502,1260.263
359,1066.031,858.179,1074.739,1334.803
360,1506.03,1007.27,890.529,1130.373
360,1274.36,1379.382,1517.249,1160.54
361,1463.453,824.234,986.408,1308.502
362,1229.897,1374.172,1527.126,1400.017
363,911.113,1066.388,1250.832,1173.719
363,1436.248,1320.249,1215.792,1370.593
363,935.212,1087.592,1445.558,1009.094
363,1063.16,1215.54,1332.852,878.86
364,1597.364,1258.895,1548.698,1297.317
364,1069.094,985.263,1318.824,1384.593
365,1409.385,1093.215,1202.828,999.203
366,1218.531,999.588,1233.718,1330.75
366,1348.466,1388.066,1540.235,952.971
367,1496.274,1272.416,1021.844,1111.232
369,1289.181,1381.119,911.113,1066.388
370,1557.389,1146.066,1145.265,1352.698
374,1407.445,1060.858,1361.612,876.907
375,1361.358,846.519,1437.769,1305.702
375,1171.423,998.434,1431.688,1363.889
377,1259.129,926.135,1276.792,1180.803
377,1477.108,1175.013,1388.684,1221.312
378,941.195,944.785,1258.521,940.265
378,1231.171,1359.698,852.025,1241.071
378,1463.453,824.234,1229.897,1374.172
379,1544.009,1150.89,1513.058,1399.012
379,1391.838,1134.328,1063.16,1215.54
380,1228.393,842.849,947.949,869.328
380,1522.486,1284.867,1232.406,1286.461
381,1098.331,989.026,1236.265,1301.803
382,1361.485,861.713,1260.952,883.744
383,1585.198,1268.501,1490.488,1170.189
383,1202.828,999.203,1428.647,1392.983
383,1548.698,1297.317,1389.475,1208.584
385,1065.234,1123.073,1492.659,822.208
387,1574.51,1056.574,1217.029,1195.378
388,1382.915,1314.164,916.423,1144.095
388,1391.838,1134.328,861.651,1213.396
389,1228.393,842.849,1548.698,1297.317
389,1249.936,1000.357,949.686,917.381
389,1068.949,1275.171,986.408,1308.502
391,1402.476,1227.863,971.3,1289.388
391,1509.38,1278.641,966.331,964.71
391,1152.31,1146.834,1445.558,1009.094
393,1405.505,1028.501,1319.345,1186.448
394,1416.267,1234.414,1363.511,1015.551
395,935.212,1087.592,1391.445,1149.71
396,1169.352,848.423,1154.592,849.817
396,1585.198,1268.501,1060.017,1330.42
397,1540.235,952.971,1088.844,1338.382
397,1470.062,1259.966,1613.101,1173.801
398,914.804,1050.974,941.195,944.785
398,1448.161,1181.961,1050.722,1119.112
399,949.686,917.381,1094.26,1130.993
400,1348.466,1388.066,907.423,1081.803
404,1618.292,1187.87,1213.108,1209.75
405,1428.647,1392.983,1517.249,1160.54
409,1131.16,1349.119,861.651,1213.396
409,1152.31,1146.834,1430.167,1378.436
411,1306.724,1007.954,1050.722,1119.112
411,1257.913,954.396,1544.009,1150.89
412,1434.247,826.26,1278.33,1004.156
412,971.3,1289.388,1347.713,1190.211
413,1389.475,1208.584,1506.03,1007.27
413,901.791,1097.993,1428.647,1392.983
413,1490.912,1007.726,1477.108,1175.013
414,1534.949,938.442,1513.058,1399.012
415,1521.148,1006.815,1443.85,1247.515
415,1333.645,1386.33,1363.287,1389.803
416,1083.712,987.144,1443.85,1247.515
417,916.423,1144.095,986.408,1308.502
418,1316.952,835.069,1198.872,845.636
419,1305.16,1184.566,1142.186,994.671
421,1318.824,1384.593,1623.483,1201.94
421,1229.897,1374.172,1382.915,1314.164
421,1433.687,1185.434,1524.377,909.384
421,1318.472,879.837,1039.785,980.269
423,949.107,901.364,1259.129,926.135
425,1187.581,1363.435,1556.094,996.559
426,1198.872,845.636,1229.897,1374.172
427,1533.289,1370.674,847.212,1254.908
429,1400.808,1106.08,1154.592,849.817
429,1588.321,1101.585,1259.539,1377.645
429,995.712,970.934,970.528,1259.926
430,1533.289,1370.674,1539.453,1341.331
432,1408.415,1077.036,1431.688,1363.889
432,1231.171,1359.698,1437.769,1305.702
432,1348.466,1388.066,1430.167,1378.436
432,1237.853,1170.177,1112.949,990.908
433,1407.445,1060.858,1051.27,859.573
433,1304.092,880.814,1538.621,1001.687
434,1187.581,1363.435,1607.911,1159.731
434,1063.16,1215.54,1378.108,1391.54
436,968.598,1186.271,1548.698,1297.317
437,1387.723,1236.787,1618.292,1187.87
437,1260.952,883.744,1569.906,1041.57
439,1392.231,1118.946,1361.485,861.713
440,1007.406,1107.292,1380.992,1345.114
440,1316.952,835.069,1540.235,952.971
440,1390.438,829.299,1137.797,1142.874
441,1509.38,1278.641,1061.087,1199.468
441,1574.51,1056.574,1259.939,869.183
441,1260.952,883.744,1252.595,985.037
444,929.567,989.316,969.37,1215.733
445,1252.595,985.037,1258.926,854.622
445,1333.529,1188.329,1456.784,1394.992
447,1166.822,1150.794,1159.371,1356.277
449,1588.321,1101.585,1069.094,985.263
450,1036.283,1115.172,1228.546,1271.119
452,1442.33,1262.062,1258.521,940.265
453,1440.809,1276.609,1361.612,876.907
454,1583.718,1086.581,1419.213,1188.908
458,1418.209,1011.246,1276.792,1180.803
458,971.686,1304.119,1484.921,1397.002
458,847.212,1254.908,977.469,866.541
458,1319.345,1186.448,1224.873,1166.635
459,1390.659,1180.473,1530.629,1155.715
459,1095.551,855.392,1171.423,998.434
461,1139.832,851.211,1074.739,1334.803
462,1409.385,1093.215,1404.534,1012.322
463,918.495,1035.559,876.09,1171.885
465,1257.913,954.396,1402.476,1227.863
466,1051.27,859.573,1556.094,996.559
469,1388.684,1221.312,902.534,1276.78
471,1433.687,1185.434,1257.913,840.061
473,1378.108,1391.54,921.317,1084.697
473,1609.531,1249.29,1095.551,855.392
474,1187.126,998.819,1548.698,1297.317
476,969.37,1215.733,1418.209,1011.246
477,874.873,1265.844,1407.445,1060.858
479,1094.26,1130.993,1400.808,1106.08
480,1068.949,1275.171,1475.794,1008.182
480,1051.27,859.573,1074.739,1334.803
481,916.364,1282.247,1583.718,1086.581
481,914.804,1050.974,1440.809,1276.609
482,966.331,964.71,1272.673,838.813
483,1544.009,1150.89,1363.287,1389.803
483,949.651,1091.532,1201.686,1367.014
483,1419.213,1188.908,914.804,1050.974
485,1259.736,912.005,1318.824,1384.593
488,1428.647,1392.983,1036.283,1115.172
489,1071.844,1304.987,1391.052,1165.091
489,1550.808,982.03,1456.956,1253.741
492,1275.332,882.767,1198.872,845.636
492,1388.684,1221.312,1333.645,1386.33
492,1263.812,1177.261,1492.659,822.208
492,1131.16,1349.119,874.873,1265.844
494,1347.713,1190.211,1237.853,1170.177
494,1508.518,865.796,1249.936,1000.357
495,1054.476,983.381,1404.534,1012.322
497,1383.877,1298.688,861.651,1213.396
497,1409.385,1093.215,1530.208,1385.345
498,1347.232,877.883,1419.644,827.273
502,1320.92,1009.853,1529.663,923.913
502,955.265,1164.678,1260.952,883.744
502,907.423,1081.803,1380.031,1360.59
505,970.914,1274.657,1602.72,1145.662
506,1508.518,865.796,907.423,1081.803
507,1095.551,855.392,941.195,944.785
508,921.317,1084.697,1428.647,1392.983
508,1260.952,883.744,1490.488,1170.189
509,1419.644,827.273,1556.094,996.559
510,1066.031,858.179,1127.568,992.789
510,1430.059,1240.964,1378.108,1391.54
511,847.212,1254.908,1448.85,825.247
514,1378.108,1391.54,1231.171,1359.698
515,968.598,1186.271,1056.941,1167.326
515,947.949,869.328,1260.952,883.744
518,1623.483,1201.94,1443.85,1247.515
519,1383.877,1298.688,1430.059,1240.964
520,1166.822,1150.794,1059.014,1183.397
523,1544.009,1150.89,1492.659,822.208
526,1633.864,1230.079,1388.684,1221.312
528,1131.16,1349.119,1021.844,1111.232
528,1181.335,1154.754,1257.913,954.396
528,1400.808,1106.08,936.949,958.487
530,1152.31,1146.834,1534.949,938.442
533,1228.546,1271.119,1232.444,1345.224
535,1065.234,1123.073,1071.844,1304.987
535,1145.265,1352.698,1152.31,1146.834
535,1548.698,1297.317,929.37,1150.956
536,949.686,917.381,1050.722,1119.112
537,1213.632,844.242,1110.311,853.998
537,1095.551,855.392,1195.848,1158.715
542,995.712,970.934,1585.198,1268.501
543,1061.087,1199.468,1074.739,1334.803
544,947.949,869.328,1173.476,1359.856
545,942.318,1157.817,1539.453,1341.331
545,1439.289,1291.155,1220.827,1240.434
545,1079.747,1127.033,1015.851,1317.269
548,1045.295,1326.036,1224.873,1166.635
548,1565.302,1026.566,1503.232,851.267
550,1258.926,854.622,1335.117,1011.753
551,1071.844,1304.987,1071.844,1304.987
551,916.423,1144.095,1538.621,1001.687
552,1264.133,1002.256,1335.117,1011.753
553,962.709,867.935,1249.936,1000.357
553,1477.108,1175.013,876.09,1171.885
554,847.212,1254.908,968.984,1201.002
559,1050.722,1119.112,1159.371,1356.277
560,1513.804,880.325,1380.031,1360.59
560,1066.055,1245.356,1260.952,883.744
561,1258.926,854.622,1385.8,1267.738
563,1059.014,1183.397,1289.712,881.79
564,936.949,958.487,1443.85,1247.515
564,1202.828,999.203,1021.75,862.36
566,907.423,1081.803,901.791,1097.993
566,1125.071,852.604,978.528,1099.412
568,1492.659,822.208,1304.002,1382.856
569,1108.772,1134.953,856.838,1227.234
569,1319.345,1186.448,1378.108,1391.54
569,1289.181,1381.119,1560.698,1011.562
571,1513.804,880.325,1187.581,1363.435
571,1257.913,840.061,1187.126,998.819
572,907.423,1081.803,1304.002,1382.856
572,1533.289,1370.674,1036.51,860.966
572,1416.267,1234.414,1228.546,1271.119
574,1181.335,1154.754,1054.476,983.381
575,1347.713,1190.211,1378.108,1391.54
576,1069.094,985.263,1255.254,969.716
578,1442.33,1262.062,903.476,1137.234
579,1065.234,1123.073,1304.092,880.814
579,1083.712,987.144,1184.112,847.03
580,1633.864,1230.079,1478.056,823.221
580,1492.659,822.208,1234.992,1316.277
581,1542.534,1326.66,1229.897,1374.172
581,1573.031,1278.106,1431.883,1010.17
582,1445.558,1009.094,1304.092,880.814
584,1059.014,1183.397,1497.945,836.738
584,1069.094,985.263,1442.715,1393.987
588,1276.792,1180.803,1216.967,1225.092
589,1442.715,1393.987,1376.082,1193.974
589,1228.393,842.849,1079.747,1127.033
589,1289.181,1381.119,957.856,1298.651
591,1548.698,1297.317,1234.992,1316.277
592,1388.684,1221.312,1361.897,1192.092
595,1550.808,982.03,1386.761,1252.263
597,1063.16,1215.54,1220.951,1181.007
603,1443.85,1247.515,1391.838,1134.328
604,1348.466,1388.066,1509.38,1278.641
607,1506.03,1007.27,1169.352,848.423
608,1318.824,1384.593,1139.832,851.211
609,1521.148,1006.815,1443.85,1247.515
609,852.025,1241.071,1404.74,1192.382
610,1584.149,1136.417,1442.715,1393.987
610,1064.607,1230.448,1228.546,1271.119
611,1333.645,1386.33,1579.114,1071.577
612,1382.915,1314.164,1470.852,1395.997
613,1378.108,1391.54,896.16,1114.183
613,1386.761,1252.263,1263.812,1177.261
613,1257.913,954.396,1333.529,1188.329
613,1198.872,845.636,1201.686,1367.014
614,1066.055,1245.356,1536.371,1356.003
616,1102.949,1341.961,929.567,989.316
619,1508.518,865.796,1054.868,1151.255
620,1579.114,1071.577,1021.844,1111.232
622,1388.684,1221.312,1181.335,1154.754
623,1497.945,836.738,1074.739,1334.803
624,876.09,1171.885,1556.094,996.559
625,1439.289,1291.155,970.528,1259.926
626,1530.629,1155.715,1154.592,849.817
626,1257.913,954.396,1066.031,858.179
627,1063.16,1215.54,1538.621,1001.687
628,1400.808,1106.08,1633.864,1230.079
632,921.317,1084.697,1533.289,1370.674
633,1073.291,1319.895,1095.551,855.392
635,1001.13,1312.886,1391.052,1165.091
635,1346.472,832.573,1361.232,831.325
636,1530.629,1155.715,1067.502,1260.263
637,947.949,869.328,1460.676,1008.638
638,933.258,973.901,1569.906,1041.57
639,971.3,1289.388,1404.534,1012.322
639,1556.094,996.559,1318.472,879.837
639,907.423,1081.803,1597.529,1131.592
641,1597.364,1258.895,1108.772,1134.953
642,1470.062,1259.966,925.877,1004.73
647,1156.805,996.552,1025.094,977.158
647,1527.126,1400.017,1628.674,1216.009
648,902.534,1276.78,1127.568,992.789
648,866.464,1199.559,1378.108,1391.54
648,1456.956,1253.741,1064.607,1230.448
648,1224.873,1166.635,1224.873,1166.635
649,1276.792,1180.803,1045.295,1326.036
654,1443.85,1247.515,1383.877,1298.688
658,1556.094,996.559,1110.311,853.998
658,1250.832,1173.719,970.528,1259.926
658,1623.483,1201.94,852.025,1241.071
659,1534.949,938.442,1584.149,1136.417
660,1036.283,1115.172,1475.794,1008.182
665,1083.712,987.144,1556.094,996.559
665,1210.36,1162.675,1570.769,1141.241
667,1404.534,1012.322,1463.453,824.234
667,1278.33,1004.156,1517.249,1160.54
670,1137.797,1142.874,1346.472,832.573
670,1503.868,1165.364,1544.009,1150.89
675,1390.659,1180.473,1210.36,1162.675
679,1509.38,1278.641,1406.475,1044.679
680,1218.531,999.588,1071.844,1304.987
682,1583.718,1086.581,1419.644,827.273
685,1522.486,1284.867,1597.529,1131.592
686,1224.873,1166.635,890.529,1130.373
687,1073.291,1319.895,1535.592,1291.092
688,1202.828,999.203,1263.812,1177.261
692,1154.592,849.817,1550.808,982.03
693,936.949,958.487,1228.546,1271.119
695,1556.094,996.559,1390.266,1195.855
696,1633.864,1230.079,971.686,1304.119
696,1613.101,1173.801,916.364,1282.247
699,1220.827,1240.434,1319.345,1186.448
700,1475.794,1008.182,861.042,1260.376
702,930.195,1287.715,1607.911,1159.731
705,1257.913,954.396,971.686,1304.119
705,1218.531,999.588,1383.877,1298.688
705,1210.36,1162.675,1544.009,1150.89
705,1213.108,1209.75,1592.925,1116.588
708,1521.148,1006.815,1276.792,1180.803
713,1433.208,1349.342,1060.017,1330.42
716,1384.838,1283.213,1318.472,879.837
716,888.703,1271.312,1522.486,1284.867
718,1260.952,883.744,890.529,1130.373
719,951.64,961.598,1187.126,998.819
719,1361.612,876.907,1063.16,1215.54
721,1156.805,996.552,1217.029,1195.378
723,968.984,1201.002,1521.148,1006.815
724,948.528,885.346,1318.824,1384.593
728,907.423,1081.803,1548.698,1297.317
733,1475.794,1008.182,1333.529,1188.329
733,1565.302,1026.566,1386.761,1252.263
735,1430.059,1240.964,1015.851,1317.269
740,1220.827,1240.434,1166.822,1150.794
741,1404.534,1012.322,1073.291,1319.895
752,1363.287,1389.803,929.37,1150.956
754,947.949,869.328,896.16,1114.183
757,1527.126,1400.017,1383.877,1298.688
758,978.528,1099.412,1588.321,1101.585
758,1633.864,1230.079,942.318,1157.817
759,1492.659,822.208,1108.772,1134.953
760,1050.722,1119.112,1361.612,876.907
760,921.317,1084.697,1237.853,1170.177
764,866.464,1199.559,1509.38,1278.641
766,1159.371,1356.277,1524.377,909.384
766,1418.209,1011.246,1381.954,1329.639
775,1080.791,856.785,1404.534,1012.322
775,1529.663,923.913,1498.989,1398.007
776,1228.546,1271.119,1430.059,1240.964
779,871.277,1185.722,1218.531,999.588
779,1361.485,861.713,1066.031,858.179
787,1349.314,1013.652,1418.209,1011.246
789,1388.684,1221.312,1388.684,1221.312
791,1210.36,1162.675,1080.791,856.785
791,1405.041,828.286,1080.791,856.785
791,907.423,1081.803,1557.389,1146.066
792,1229.897,1374.172,890.529,1130.373
793,1405.505,1028.501,911.113,1066.388
795,1529.663,923.913,969.756,1230.464
799,936.949,958.487,1201.686,1367.014
799,1609.531,1249.29,1408.415,1077.036
802,1050.722,1119.112,1067.502,1260.263
803,907.423,1081.803,1361.232,831.325
808,1224.873,1166.635,1607.911,1159.731
811,1137.797,1142.874,1166.822,1150.794
815,970.914,1274.657,1010.403,974.046
815,1402.476,1227.863,1333.645,1386.33
820,1445.558,1009.094,1503.868,1165.364
820,1521.148,1006.815,1229.897,1374.172
821,1060.017,1330.42,1257.913,954.396
824,1060.017,1330.42,1059.014,1183.397
824,1437.769,1305.702,1418.209,1011.246
825,1302.192,836.317,1534.949,938.442
825,1535.592,1291.092,1066.031,858.179
827,1094.26,1130.993,1237.853,1170.177
831,1234.234,999.973,1556.094,996.559
831,936.949,958.487,1565.302,1026.566
833,969.37,1215.733,1431.883,1010.17
833,1080.791,856.785,930.195,1287.715
837,995.712,970.934,1361.897,1192.092
837,1386.761,1252.263,1036.283,1115.172
837,1169.352,848.423,1585.198,1268.501
838,1274.36,1379.382,1361.612,876.907
838,942.318,1157.817,1252.595,985.037
838,1633.864,1230.079,1460.676,1008.638
841,1079.747,1127.033,1305.16,1184.566
843,1628.674,1216.009,1195.848,1158.715
843,1159.371,1356.277,1169.352,848.423
844,1361.897,1192.092,1070.397,1290.079
845,1259.736,912.005,1390.266,1195.855
845,1181.335,1154.754,1404.534,1012.322
846,1428.647,1392.983,1391.445,1149.71
847,1069.094,985.263,1390.659,1180.473
848,1385.8,1267.738,1061.087,1199.468
849,1166.822,1150.794,1108.772,1134.953
850,880.903,1158.047,1066.031,858.179
853,1292.527,1006.055,1389.475,1208.584
855,935.212,1087.592,1152.31,1146.834
859,890.529,1130.373,1548.698,1297.317
860,1276.792,1180.803,1063.16,1215.54
863,1231.171,1359.698,1597.364,1258.895
864,1095.551,855.392,1517.249,1160.54
864,1542.534,1326.66,890.529,1130.373
868,1492.659,822.208,1535.592,1291.092
870,1385.8,1267.738,1249.936,1000.357
870,916.364,1282.247,1169.352,848.423
871,1618.292,1187.87,871.277,1185.722
871,1508.518,865.796,871.277,1185.722
871,1210.36,1162.675,1061.087,1199.468
873,1535.592,1291.092,1416.267,1234.414
873,1597.529,1131.592,1529.663,923.913
874,1187.581,1363.435,968.598,1186.271
876,922.186,1020.145,970.528,1259.926
878,1073.291,1319.895,1361.612,876.907
878,936.949,958.487,1213.632,844.242
878,1443.85,1247.515,885.716,1144.21
878,907.423,1081.803,1302.192,836.317
879,1378.108,1391.54,1224.686,1255.777
886,1392.231,1118.946,1074.739,1334.803
886,1445.558,1009.094,1477.108,1175.013
888,890.529,1130.373,929.567,989.316
890,1065.234,1123.073,874.873,1265.844
893,1530.629,1155.715,1496.274,1272.416
895,1391.445,1149.71,1437.769,1305.702
895,944.025,1293.183,1259.736,912.005
897,970.914,1274.657,1390.86,1013.399
897,1052.795,1135.184,1496.274,1272.416
897,1556.094,996.559,1380.992,1345.114
898,1522.486,1284.867,1125.071,852.604
899,1316.952,835.069,1484.921,1397.002
899,1054.868,1151.255,1063.16,1215.54
904,1159.371,1356.277,1597.529,1131.592
905,1050.722,1119.112,1477.108,1175.013
906,1054.868,1151.255,1236.265,1301.803
907,930.195,1287.715,1318.472,879.837
910,1442.33,1262.062,1569.906,1041.57
910,907.423,1081.803,1524.377,909.384
910,1007.406,1107.292,1171.423,998.434
910,1527.126,1400.017,1232.406,1286.461
911,1333.529,1188.329,1560.864,1287.712
913,968.212,1171.54,1442.33,1262.062
917,968.212,1171.54,1287.433,837.565
917,1117.055,1345.54,1052.795,1135.184
918,1036.283,1115.172,936.949,958.487
919,1621.698,1239.684,1232.406,1286.461
922,1304.002,1382.856,1378.108,1391.54
923,1592.925,1116.588,1316.952,835.069
926,969.756,1230.464,1530.208,1385.345
